,First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
1272,Abigail,Watson,164.28,Cookies and Cream,China,Strawberry,1,4,0,7102
1273,Miguel,Gomez,176.33,Strawberry,Sweden,Vanilla,1,3,0,10202
1274,Casey,Harris,174.96,Mint Chocolate Chip,Sweden,Strawberry,0,3,0,9515
1275,Diamond,Walker,177.07,Strawberry,Italy,Chocolate,1,3,0,4920
1276,Kristin,Knight,165.3,Cookies and Cream,Denmark,Strawberry,0,3,0,8997
1277,Damon,Ryan,164.59,Cookies and Cream,Norway,Strawberry,1,0,0,8431
1278,Jeffrey,Merritt,172.3,Neapolitan,Sweden,Chocolate,1,3,0,4911
1279,Samantha,Oneal,176.3,Neapolitan,Japan,Strawberry,0,3,0,7230
1280,Sheri,Warner,167.61,Neapolitan,China,Vanilla,1,3,0,11963
1281,Mathew,Larson,180.7,Cookies and Cream,Norway,Strawberry,0,0,0,9638
1282,Alisha,Duncan,154.52,Strawberry,Denmark,Stracciatella,0,0,0,6548
1283,Miguel,Thomas,180.55,Butter Pecan,Japan,Stracciatella,0,0,0,4680
1284,Colin,Warner,154.67,Butter Pecan,Sweden,Vanilla,1,4,0,5728
1285,Vanessa,Davidson,178.35,Mint Chocolate Chip,Norway,Strawberry,1,3,0,5070
1286,Caitlyn,Erickson,158.35,Neapolitan,China,Stracciatella,0,3,0,5836
1287,Breanna,Rogers,171.25,Neapolitan,Norway,Strawberry,0,3,0,12897
1288,Lori,Browning,169.16,Mint Chocolate Chip,Sweden,Strawberry,1,5,0,9223
1289,Diamond,Blankenship,154.67,Neapolitan,Japan,Strawberry,0,3,0,8437
1290,Latoya,Merritt,157.13,Neapolitan,Sweden,Chocolate,0,3,0,6112
1291,Carol,Hudson,161.5,Butter Pecan,Norway,Vanilla,0,3,0,4546
1292,Margaret,Bishop,183.23,Cookies and Cream,Norway,Strawberry,1,0,0,10942
1293,Mathew,Berry,162.59,Neapolitan,Denmark,Strawberry,1,4,0,11916
1294,Jasmine,Berry,168.9,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,1766
1295,Caitlin,Murphy,154.38,Cookies and Cream,Denmark,Strawberry,0,5,0,6540
1296,Laurie,Sanchez,184.03,Butter Pecan,Italy,Vanilla,0,6,0,13112
1297,Jasmine,Murphy,168.98,Butter Pecan,Norway,Vanilla,1,6,0,11921
1298,Traci,Hensley,154.72,Butter Pecan,Italy,Chocolate,0,3,0,8601
1299,Linda,Tran,179.4,Strawberry,Japan,Chocolate,0,0,0,7102
1300,Alexander,Valentine,153.56,Cookies and Cream,Sweden,Strawberry,0,0,0,15933
1301,Dominic,Rollins,165.66,French Vanilla,Norway,Vanilla,0,3,0,5085
1302,Jeremy,Coleman,173.94,Butter Pecan,Italy,Chocolate,1,6,0,7738
1303,Juan,Davidson,173.27,Strawberry,Norway,Vanilla,0,6,0,10272
1304,Caitlin,Garcia,181.92,Mint Chocolate Chip,Sweden,Stracciatella,1,0,1,7484
1305,Brandi,Baird,174.16,Mint Chocolate Chip,Italy,Strawberry,0,0,0,1056
1306,Latoya,Parrish,176.33,Neapolitan,Sweden,Vanilla,0,3,0,1766
1307,Mike,Hudson,167.89,French Vanilla,Norway,Strawberry,0,6,0,4816
1308,Jesse,Ellison,172.68,Butter Pecan,Sweden,Vanilla,1,3,0,6083
1309,Shaun,Parrish,165.24,Neapolitan,Sweden,Strawberry,1,5,0,8113
1310,Erica,Figueroa,179.85,Cookies and Cream,China,Strawberry,1,4,0,10525
1311,Amy,Jimenez,175.95,Cookies and Cream,Sweden,Chocolate,1,3,0,8431
1312,Christine,Murphy,184.88,Cookies and Cream,Sweden,Strawberry,1,0,0,10292
1313,Caitlin,Wells,186.45,Butter Pecan,Japan,Vanilla,1,3,0,8496
1314,Terrence,Wells,171.55,French Vanilla,Sweden,Chocolate,0,3,0,11921
1315,Erica,Berg,155.01,Cookies and Cream,Norway,Chocolate,1,3,0,7716
1316,Holly,Madden,185.07,French Vanilla,Denmark,Vanilla,0,3,0,1766
1317,Katie,Travis,189.25,Neapolitan,Sweden,Vanilla,0,5,0,6140
1318,Sheila,Rogers,167.65,French Vanilla,Denmark,Vanilla,1,5,0,5815
1319,Heidi,Ellison,174.27,Strawberry,Sweden,Stracciatella,1,5,0,8095
1320,Dustin,Ford,172.55,French Vanilla,Norway,Vanilla,1,5,0,11916
1321,Crystal,Levine,183.23,Cookies and Cream,Denmark,Strawberry,1,3,0,7098
1322,Latoya,Lamb,171.55,Neapolitan,Norway,Strawberry,1,3,0,4538
1323,Jacqueline,Foster,181.92,Mint Chocolate Chip,Sweden,Strawberry,1,4,0,6792
1324,Adrian,Lindsey,152.49,Cookies and Cream,Sweden,Stracciatella,1,0,0,4493
1325,Terrence,Palmer,161.23,Strawberry,Denmark,Strawberry,0,5,0,4493
1326,Dustin,Erickson,168.9,French Vanilla,Sweden,Vanilla,1,3,0,9513
1327,Damon,Coleman,183.64,French Vanilla,Denmark,Chocolate,1,3,0,7993
1328,Casey,Baird,165.24,Neapolitan,Denmark,Strawberry,1,6,0,10525
1329,Carlos,Wells,161.81,Cookies and Cream,Norway,Stracciatella,1,3,0,3804
1330,Holly,Clarke,152.42,Cookies and Cream,Sweden,Strawberry,0,3,1,13301
1331,Suzanne,Norris,181.49,Neapolitan,Norway,Vanilla,0,0,0,7102
1332,Samantha,Ramos,178.27,Butter Pecan,Sweden,Vanilla,0,0,0,8431
1333,Timothy,Conley,177.9,Mint Chocolate Chip,Denmark,Strawberry,0,3,0,10146
1334,Greg,Palmer,179.82,Cookies and Cream,Japan,Vanilla,0,4,0,1924
1335,Terrence,Baird,181.65,Cookies and Cream,China,Stracciatella,1,6,0,6140
1336,Abigail,Harvey,175.43,Cookies and Cream,Sweden,Strawberry,1,6,0,9518
1337,Christian,Savage,174.28,Butter Pecan,Japan,Strawberry,1,4,0,10270
1338,Jacqueline,Walker,167.77,Butter Pecan,Norway,Chocolate,0,3,0,8011
1339,Kristina,Blankenship,188.09,Mint Chocolate Chip,Denmark,Strawberry,1,0,0,5085
1340,Veronica,Baker,172.55,Cookies and Cream,Sweden,Strawberry,0,3,0,7318
1341,Sheri,Riley,175.52,Butter Pecan,Norway,Vanilla,1,6,0,6407
1342,Ruth,Greer,167.61,French Vanilla,Sweden,Vanilla,0,3,0,4680
1343,Emma,Roman,188.09,French Vanilla,Sweden,Vanilla,0,5,0,4022
1344,Cathy,Warner,184.96,Cookies and Cream,Sweden,Strawberry,0,5,0,14974
1345,Kellie,Thomas,148.64,Cookies and Cream,Norway,Vanilla,1,4,0,10232
1346,Joanna,Frey,167.65,Mint Chocolate Chip,China,Vanilla,0,3,0,9650
1347,Jody,Haley,165.84,Mint Chocolate Chip,Denmark,Chocolate,1,0,0,9812
1348,Lynn,Berg,165.24,Cookies and Cream,Japan,Stracciatella,1,0,0,9774
1349,Rebekah,Willis,170.92,Butter Pecan,Sweden,Vanilla,1,3,0,11485
1350,Timothy,Wagner,173.62,French Vanilla,China,Stracciatella,0,3,0,6270
1351,Tanner,Ibarra,177.9,French Vanilla,Sweden,Vanilla,0,6,0,14531
1352,Jody,Hester,160.63,French Vanilla,Norway,Strawberry,1,5,0,11561
1353,Troy,Mccarty,151.46,Butter Pecan,Sweden,Strawberry,0,5,0,6270
1354,Travis,Thomas,174.78,French Vanilla,Italy,Stracciatella,1,3,0,6971
1355,Latoya,Cole,170.87,Neapolitan,Denmark,Vanilla,0,3,0,10937
1356,Collin,Lucas,157.89,Strawberry,Denmark,Stracciatella,1,5,0,14974
1357,Grace,Morrow,166.97,Cookies and Cream,Sweden,Strawberry,1,3,0,3611
1358,Bethany,Melton,165.95,Mint Chocolate Chip,Sweden,Chocolate,0,3,0,3938
1359,Caitlyn,Clarke,169.91,Neapolitan,Denmark,Strawberry,1,5,0,8228
1360,Jacqueline,Merritt,182.37,Cookies and Cream,Sweden,Chocolate,1,3,0,5060
1361,Samantha,Mcneil,163.94,Cookies and Cream,Japan,Chocolate,0,3,0,4021
1362,Jacqueline,Santiago,148.32,Cookies and Cream,Sweden,Vanilla,1,6,0,1924
1363,Bradley,Hill,193.62,Strawberry,Japan,Vanilla,1,3,0,5514
1364,Heidi,Shepherd,169.83,French Vanilla,Sweden,Strawberry,1,4,0,9258
1365,Victoria,Travis,158.69,Cookies and Cream,Denmark,Stracciatella,1,3,0,11508
1366,Brenda,Sanchez,162.63,Cookies and Cream,Sweden,Strawberry,0,0,0,13639
1367,Caitlin,Gomez,177.9,Cookies and Cream,Sweden,Vanilla,0,6,0,8040
1368,Cathy,Lamb,164.28,Mint Chocolate Chip,Denmark,Stracciatella,1,0,0,5180
1369,Suzanne,Duncan,165.76,French Vanilla,Denmark,Vanilla,0,0,0,4641
1370,Casey,Hartman,171.06,Neapolitan,Sweden,Strawberry,0,3,0,8046
1371,Sarah,Christensen,180.55,Butter Pecan,Norway,Vanilla,1,3,0,7476
1372,Erica,Walker,163.25,French Vanilla,Sweden,Vanilla,1,3,0,3474
1373,Meredith,Merritt,187.29,Mint Chocolate Chip,Japan,Strawberry,1,6,0,8601
1374,Nicholas,Kaiser,178.63,Butter Pecan,Sweden,Stracciatella,1,0,0,7809
1375,Nicholas,Bowman,155.83,Cookies and Cream,Japan,Vanilla,1,0,0,7809
1376,Aaron,Schroeder,180.4,Neapolitan,Sweden,Strawberry,0,6,0,4546
1377,Alisha,Chavez,158.97,French Vanilla,Sweden,Chocolate,1,3,0,11425
1378,Gerald,Kelley,174.84,Cookies and Cream,Denmark,Strawberry,1,0,0,9508
1379,Sheri,Fox,166.97,Cookies and Cream,Denmark,Vanilla,1,0,0,8664
1380,Caroline,Pearson,162.57,Neapolitan,China,Stracciatella,0,0,0,11821
1381,Diamond,Harvey,146.68,Mint Chocolate Chip,Norway,Strawberry,1,0,0,12587
1382,Michele,Merritt,169.91,Cookies and Cream,Norway,Strawberry,1,3,0,3938
1383,Latoya,Barnes,181.24,Butter Pecan,Japan,Vanilla,0,3,0,7439
1384,Samantha,Clarke,177.9,French Vanilla,Denmark,Vanilla,0,0,0,10085
1385,Gordon,Hicks,177.69,Cookies and Cream,Sweden,Chocolate,0,3,1,6995
1386,Seth,Bray,171.89,Strawberry,Norway,Vanilla,1,3,1,4330
1387,Jesse,Snow,163.03,Mint Chocolate Chip,Japan,Strawberry,1,0,0,1056
1388,Michele,Wolf,171.48,Butter Pecan,Denmark,Chocolate,0,3,0,3541
1389,Alexander,Tate,193.83,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,7456
1390,Samantha,Howell,181.49,Butter Pecan,Japan,Stracciatella,0,3,0,9340
1391,Henry,Lucas,159.0,Neapolitan,Japan,Vanilla,1,3,0,13639
1392,Scott,Christensen,178.42,Strawberry,Norway,Vanilla,1,0,0,10525
1393,Kristin,Hartman,184.66,French Vanilla,Norway,Vanilla,1,3,0,7809
1394,Bradley,Kirk,184.97,Strawberry,Sweden,Vanilla,0,6,0,8228
1395,Aaron,Beck,177.26,Strawberry,Denmark,Chocolate,1,6,0,11833
1396,Carol,Ortiz,172.36,Neapolitan,Japan,Vanilla,1,0,0,9099
1397,Elijah,Travis,178.42,Cookies and Cream,Norway,Stracciatella,0,4,0,12897
1398,Abigail,Morales,178.24,French Vanilla,Norway,Vanilla,0,0,0,10700
1399,Lori,Stewart,190.76,Neapolitan,Denmark,Stracciatella,1,3,0,8302
1400,Kristin,Lowe,170.95,Neapolitan,Sweden,Stracciatella,0,0,0,9518
1401,Dominic,Moreno,176.37,Butter Pecan,Sweden,Vanilla,1,3,0,5975
1402,Cindy,Sanchez,177.9,French Vanilla,Japan,Vanilla,0,5,0,4895
1403,Katie,Wong,154.16,Strawberry,Norway,Vanilla,1,0,0,11561
1404,Terrence,Garcia,160.63,Strawberry,Norway,Strawberry,1,4,0,11561
1405,Carol,Daugherty,167.68,Strawberry,Sweden,Vanilla,1,4,0,3456
1406,Margaret,Carlson,172.97,Strawberry,Sweden,Chocolate,0,3,0,9962
1407,Cheryl,Willis,165.83,Butter Pecan,Japan,Stracciatella,1,5,0,9028
1408,Bryan,Berg,168.98,Cookies and Cream,Sweden,Strawberry,1,3,0,8573
1409,Cindy,Moreno,162.57,Cookies and Cream,Sweden,Strawberry,0,3,0,4454
1410,Claire,Hanson,151.74,Mint Chocolate Chip,Denmark,Vanilla,0,3,0,14974
1411,Bob,Hudson,148.01,French Vanilla,Sweden,Chocolate,1,6,0,11472
1412,Heidi,Young,164.72,Butter Pecan,Sweden,Strawberry,0,3,1,13288
1413,Cindy,Greer,177.88,Mint Chocolate Chip,Norway,Vanilla,1,0,0,5047
1414,Stacey,Savage,171.34,Cookies and Cream,Sweden,Vanilla,0,3,0,10525
1415,Greg,Vincent,172.73,Cookies and Cream,Italy,Stracciatella,1,4,0,9638
1416,Rebekah,Olson,170.95,Neapolitan,China,Strawberry,0,6,0,10272
1417,Pamela,Tapia,165.85,Mint Chocolate Chip,Norway,Vanilla,0,0,0,8664
1418,Bryan,Stephens,170.87,Butter Pecan,China,Stracciatella,0,0,0,12304
1419,Joanna,Brewer,175.32,Mint Chocolate Chip,Norway,Strawberry,0,3,0,5969
1420,Sheri,Murphy,181.49,French Vanilla,Italy,Vanilla,0,3,0,14353
1421,Kellie,Wolf,159.98,Butter Pecan,Denmark,Stracciatella,1,0,0,7524
1422,Kellie,White,163.77,Strawberry,Denmark,Stracciatella,1,6,0,6083
1423,Cassandra,Hartman,174.73,Neapolitan,Norway,Vanilla,0,3,1,7102
1424,Caitlin,Murray,180.55,Cookies and Cream,Denmark,Vanilla,1,3,0,10525
1425,Debbie,Quinn,173.05,Strawberry,Sweden,Strawberry,0,0,0,4546
1426,Michele,Wagner,186.38,Neapolitan,Sweden,Strawberry,0,5,0,8813
1427,Kellie,Curtis,190.76,French Vanilla,Denmark,Strawberry,0,6,0,6750
1428,Grace,Kaiser,163.48,Cookies and Cream,Norway,Vanilla,1,0,0,11298
1429,Grace,Ramos,165.84,Mint Chocolate Chip,Japan,Vanilla,0,6,0,7374
1430,Leah,Merritt,195.08,Mint Chocolate Chip,Denmark,Vanilla,1,3,0,4377
1431,Suzanne,Ortiz,180.22,Cookies and Cream,Japan,Vanilla,1,3,0,4883
1432,Briana,Hampton,179.07,Cookies and Cream,Norway,Strawberry,1,6,0,11833
1433,Kaylee,Vasquez,165.76,Cookies and Cream,Sweden,Strawberry,0,5,0,10901
1434,Michele,Campbell,163.94,French Vanilla,Sweden,Chocolate,0,3,0,8136
1435,Denise,Lindsey,165.71,Neapolitan,Norway,Vanilla,1,3,0,3063
1436,Colton,Berry,149.0,Strawberry,Sweden,Chocolate,1,0,0,3128
1437,Collin,Key,165.76,Mint Chocolate Chip,Japan,Strawberry,0,3,0,10640
1438,Manuel,Wagner,174.97,Cookies and Cream,Japan,Strawberry,0,3,0,13853
1439,Samantha,Love,182.68,French Vanilla,Sweden,Chocolate,1,3,0,7809
1440,Kristy,Gonzales,167.16,Mint Chocolate Chip,China,Strawberry,0,3,0,10341
1441,Troy,Moss,177.84,Cookies and Cream,Sweden,Strawberry,1,3,0,8011
1442,Sheri,Merritt,172.36,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,11357
1443,Kristina,Berg,171.35,Strawberry,Sweden,Vanilla,0,0,0,10628
1444,Dylan,Quinn,179.85,Strawberry,Germany,Vanilla,1,6,0,3611
1445,Dominic,Hill,175.63,Mint Chocolate Chip,Sweden,Chocolate,0,3,0,13094
1446,Matthew,Barrett,165.66,Cookies and Cream,Sweden,Strawberry,0,0,0,6383
1447,Megan,Shepherd,166.3,Neapolitan,Sweden,Vanilla,0,5,0,5297
1448,Mike,Savage,171.18,Strawberry,Norway,Vanilla,1,3,0,12140
1449,Ricky,Huff,137.39,Cookies and Cream,Norway,Stracciatella,0,6,0,9962
1450,Brett,Haley,177.69,French Vanilla,Norway,Vanilla,1,5,0,6861
1451,Latoya,Watts,147.44,Butter Pecan,Japan,Strawberry,0,0,0,6187
1452,Grace,Harvey,160.64,Mint Chocolate Chip,Sweden,Vanilla,1,4,0,5680
1453,Edwin,Schultz,171.06,Strawberry,Denmark,Stracciatella,0,0,0,12778
1454,Damon,Simon,179.4,Strawberry,Sweden,Strawberry,1,3,0,2125
1455,Michele,George,163.94,Neapolitan,Sweden,Vanilla,0,3,0,4635
1456,Brandi,Watson,172.29,Mint Chocolate Chip,Norway,Vanilla,1,3,0,7714
1457,Breanna,Baker,170.44,Cookies and Cream,Sweden,Strawberry,0,5,0,7524
1458,Peggy,Banks,160.64,French Vanilla,Denmark,Strawberry,1,0,0,1944
1459,Damon,Howell,184.18,Butter Pecan,Sweden,Chocolate,0,4,0,7595
1460,Kristin,Patton,153.13,Butter Pecan,Sweden,Vanilla,1,0,0,6967
1461,Cory,Mills,174.97,Cookies and Cream,Sweden,Vanilla,1,5,0,7738
1462,Samantha,Clarke,157.13,Neapolitan,Norway,Strawberry,1,6,0,9957
1463,Sarah,Vincent,170.89,Butter Pecan,Norway,Stracciatella,1,3,0,6592
1464,Roberto,Best,177.33,Neapolitan,Denmark,Chocolate,0,0,0,4632
1465,Jasmine,Herman,180.43,Cookies and Cream,Denmark,Vanilla,0,6,0,8564
1466,Miguel,Stephens,153.13,Mint Chocolate Chip,Sweden,Strawberry,1,5,0,9212
1467,Judy,Browning,160.54,Cookies and Cream,Sweden,Vanilla,0,3,0,12516
1468,Bradley,Davidson,176.77,Cookies and Cream,Sweden,Stracciatella,1,3,0,6851
1469,Dustin,Liu,166.82,Butter Pecan,Sweden,Stracciatella,1,4,0,7762
1470,Gabriella,Dunlap,169.58,French Vanilla,Sweden,Vanilla,1,3,1,14974
1471,Veronica,Erickson,154.89,Mint Chocolate Chip,Japan,Vanilla,0,3,0,3456
1472,Michele,Walker,167.15,Neapolitan,Norway,Stracciatella,1,3,0,2786
1473,Judy,Sanchez,140.49,Butter Pecan,Denmark,Vanilla,0,3,0,5719
1474,Cathy,Frank,180.08,Mint Chocolate Chip,Denmark,Chocolate,1,5,0,10613
1475,Michele,Key,158.81,Butter Pecan,Sweden,Chocolate,0,3,0,6407
1476,Bryan,Lamb,153.35,Mint Chocolate Chip,Sweden,Vanilla,0,3,0,9099
1477,Brian,Morton,186.38,French Vanilla,Sweden,Vanilla,1,3,0,3611
1478,Grace,Duncan,180.22,French Vanilla,Sweden,Vanilla,1,3,0,4290
1479,Manuel,Berry,158.81,Cookies and Cream,Sweden,Strawberry,1,3,0,6819
1480,Brandi,Herman,162.38,Neapolitan,Denmark,Vanilla,1,3,0,9518
1481,Carlos,Hartman,163.82,Cookies and Cream,Norway,Strawberry,0,0,0,4641
1482,Margaret,Berg,188.09,Strawberry,Italy,Chocolate,1,3,0,7318
1483,Brett,Baker,158.81,French Vanilla,Sweden,Vanilla,0,6,0,10085
1484,Cindy,Meadows,169.83,Butter Pecan,Denmark,Vanilla,1,3,0,6062
1485,Angela,Hunter,180.43,Butter Pecan,Sweden,Strawberry,1,6,0,11916
1486,Glen,Sellers,163.0,Cookies and Cream,Norway,Vanilla,0,3,0,9515
1487,Megan,Howell,176.77,French Vanilla,Denmark,Vanilla,1,0,0,7891
1488,Carol,Dunlap,173.05,Neapolitan,Japan,Strawberry,1,6,0,8597
1489,Amy,Kelley,172.44,Neapolitan,Sweden,Chocolate,1,0,0,10195
1490,Pamela,Lindsey,168.74,Cookies and Cream,Sweden,Chocolate,1,3,0,9535
1491,Kristy,Warner,180.55,Neapolitan,Norway,Vanilla,0,0,0,4647
1492,Shirley,Ellison,154.72,Butter Pecan,Norway,Vanilla,1,0,0,9706
1493,Sheri,Contreras,156.91,French Vanilla,Norway,Vanilla,0,4,0,10986
1494,Christine,Collier,173.92,Neapolitan,Norway,Strawberry,1,6,0,10232
1495,Sheila,Rogers,168.98,Neapolitan,Japan,Vanilla,0,3,0,7738
1496,Brian,Riley,157.89,Mint Chocolate Chip,Japan,Stracciatella,1,3,1,5047
1497,Erica,Murphy,178.94,Butter Pecan,Denmark,Vanilla,0,4,0,6995
1498,Peggy,Murray,181.99,French Vanilla,Sweden,Vanilla,1,3,0,3063
1499,Samantha,Fuentes,172.44,Butter Pecan,Norway,Strawberry,1,5,0,6079
