First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
Amanda,Diaz,157.22,Neapolitan,Brazil,Chocolate,0,0,0,8873
Jose,Jones,160.89,Rocky Road,Italy,Mint,0,3,1,6909
Chad,Jackson,169.02,Strawberry,Norway,Strawberry,1,1,1,13301
Calvin,Neal,166.18,Vanilla,Denmark,Mint,1,1,0,4807
Jennifer,Brown,179.92,Cookies and Cream,China,Vanilla,0,2,1,9612
Rebecca,Brown,157.82,Pistachio,Brazil,Vanilla,0,0,0,9926
Debra,Arnold,167.35,Neapolitan,UK,Pistachio,1,2,1,1313
Kayla,Hudson,179.73,Neapolitan,France,Strawberry,0,2,1,6792
Nicholas,Jackson,177.56,Chocolate,Japan,Strawberry,0,2,0,8453
Todd,Stevens,163.42,Mint Chocolate Chip,Canada,Mint,1,1,0,6079
Michael,Craig,164.56,Rocky Road,Japan,Mint,0,0,1,6912
Christopher,Leonard,164.92,Mint Chocolate Chip,Denmark,Pistachio,1,2,0,10225
Timothy,Goodwin,178.46,French Vanilla,Italy,Vanilla,0,3,0,4372
Stephen,Johnson,168.29,Strawberry,Finland,Pistachio,0,3,0,8170
Joseph,Lawson,170.49,Chocolate,Sweden,Pistachio,1,1,0,7275
Seth,Patton,188.36,Butter Pecan,Canada,Chocolate,0,1,0,12400
Mary,Gentry,170.81,Butter Pecan,Canada,Mint,0,0,1,5388
Dale,Gardner,168.34,Vanilla,China,Strawberry,0,1,0,5960
James,Harris,169.72,Mint Chocolate Chip,Japan,Strawberry,0,0,0,2157
Samantha,Riley,148.91,Chocolate,Denmark,Chocolate,1,2,0,10935
Mark,Hill,179.47,Neapolitan,France,Pistachio,0,2,0,14974
Adam,Peck,175.33,Mint Chocolate Chip,Japan,Mint,0,1,0,6413
Michelle,Smith,172.79,Cookies and Cream,Japan,Vanilla,0,0,0,11587
Natalie,Gutierrez,176.64,Cookies and Cream,USA,Vanilla,0,0,0,6967
Jeremy,Hawkins,164.27,Rocky Road,Germany,Stracciatella,0,2,0,7160
Allison,Gonzalez,171.26,Cookies and Cream,China,Mint,0,0,0,6526
Clifford,Martin,164.56,Pistachio,Japan,Mint,0,0,1,6703
Bryan,Hunt,184.95,Rocky Road,Germany,Pistachio,1,1,0,13422
Christine,Daniels,179.03,Cookies and Cream,Japan,Chocolate,1,0,1,8095
Tracy,Wallace,163.68,Rocky Road,China,Pistachio,0,0,0,8227
James,Morgan,155.07,Vanilla,China,Chocolate,0,0,0,3938
Roger,Kaiser,165.89,Neapolitan,Brazil,Pistachio,0,0,0,10203
Matthew,Davis,156.07,Strawberry,Norway,Strawberry,1,2,0,2054
Christine,Fields,184.06,Mint Chocolate Chip,UK,Strawberry,0,3,1,3502
Brandi,Smith,156.07,Pistachio,Japan,Pistachio,0,0,0,5537
Austin,Taylor,170.94,Neapolitan,Japan,Mint,0,0,0,6719
Alicia,Harris,159.33,Strawberry,Norway,Pistachio,1,2,0,7484
Haley,Reynolds,160.07,Chocolate,Italy,Pistachio,0,2,1,11295
Julia,Nunez,178.26,Butter Pecan,Australia,Vanilla,0,0,0,4199
Joseph,Neal,182.16,Rocky Road,China,Strawberry,0,1,0,9316
Heather,Ramirez,154.42,Neapolitan,Sweden,Vanilla,1,3,0,5995
Michael,Hines,181.91,Cookies and Cream,Brazil,Pistachio,0,0,0,6425
Antonio,Thompson,165.66,Rocky Road,Italy,Chocolate,0,1,1,10212
Robin,Richardson,185.89,French Vanilla,Denmark,Stracciatella,1,3,0,5882
Cory,Lewis,165.76,Mint Chocolate Chip,Finland,Stracciatella,0,2,0,4146
Joseph,Johnston,168.1,Strawberry,Sweden,Vanilla,0,0,0,12427
Joanna,Patel,181.54,Neapolitan,UK,Mint,0,1,1,11907
Anna,Gonzalez,169.63,Pistachio,Italy,Chocolate,0,2,0,8412
Regina,Harris,168.66,French Vanilla,Sweden,Pistachio,1,2,0,1020
Laurie,Johnson,144.39,Chocolate,UK,Chocolate,0,0,1,6924
Erik,Ramirez,173.94,Butter Pecan,Norway,Vanilla,1,1,0,7809
John,Mitchell,162.34,Rocky Road,UK,Mint,0,2,1,12243
Scott,Rios,177.19,Strawberry,Germany,Pistachio,0,0,1,5701
Heather,Ortega,157.83,French Vanilla,Sweden,Stracciatella,1,4,0,6616
Kevin,Jackson,165.43,Neapolitan,UK,Mint,0,1,1,4454
Melissa,Baxter,171.56,Cookies and Cream,Germany,Stracciatella,0,0,1,10987
Angela,Peterson,178.3,Cookies and Cream,France,Vanilla,0,3,1,7542
Christine,Stuart,167.95,Rocky Road,UK,Stracciatella,1,1,1,6962
Deanna,Wade,171.8,Cookies and Cream,Canada,Chocolate,1,0,0,16583
Donna,Torres,169.98,French Vanilla,USA,Mint,0,0,0,8894
Nicole,Howard,188.13,Mint Chocolate Chip,China,Mint,0,0,1,7147
Morgan,Marshall,145.56,Pistachio,Germany,Mint,0,1,0,10260
Emily,Johns,164.47,Neapolitan,Norway,Chocolate,1,1,0,5441
Logan,Stewart,173.74,Pistachio,Brazil,Pistachio,0,1,0,8573
Richard,Gonzales,178.14,Chocolate,Denmark,Pistachio,1,2,0,11681
Brian,Nelson,160.49,Mint Chocolate Chip,Australia,Stracciatella,0,0,0,4369
Melissa,Harris,160.56,Vanilla,Norway,Vanilla,1,2,0,11196
Lori,Davis,169.98,Rocky Road,Norway,Chocolate,1,3,1,7225
Aaron,Patterson,165.43,Mint Chocolate Chip,Japan,Chocolate,0,0,0,11916
Cassandra,Reed,182.83,Neapolitan,Japan,Strawberry,0,0,1,3261
Misty,Moore,161.94,Neapolitan,Sweden,Mint,1,3,0,6955
Jacob,Moore,170.47,Mint Chocolate Chip,Japan,Mint,0,2,0,7775
Antonio,Wright,173.49,Neapolitan,China,Chocolate,0,0,1,8058
Kenneth,Rojas,171.02,Rocky Road,Australia,Pistachio,0,1,1,5592
Lawrence,Lewis,169.91,Neapolitan,China,Pistachio,0,1,0,5942
Todd,Burns,170.68,French Vanilla,China,Stracciatella,0,0,1,10460
Mariah,Smith,194.37,Rocky Road,Denmark,Stracciatella,1,1,0,1000
Christopher,Romero,168.99,Strawberry,Sweden,Stracciatella,1,0,0,11586
Christie,Barajas,186.01,Butter Pecan,Denmark,Stracciatella,1,4,1,5060
Haley,Brown,172.81,Pistachio,Italy,Pistachio,1,1,0,9962
Nicholas,Henry,159.93,Pistachio,UK,Mint,0,4,1,7420
Anthony,King,169.52,Cookies and Cream,France,Chocolate,0,4,1,12414
Thomas,Nunez,166.03,Butter Pecan,Italy,Pistachio,0,2,0,11127
Edward,Brown,180.99,Pistachio,Japan,Strawberry,1,1,1,9389
